pin14,tri,pdir,pstreet,pcity,tcity,condo,av1,value,taxes,homeowner,white,black,hispanic,asian,medhinc,poverty,college,squarefoot,beds,walkscore,walkfac,elem_score,high_school_score,avg_school_score,appeal
2.01731E+13,Chicago,S,ELIZABETH,CHICAGO,CHICAGO,Non-condo,12664,135000,2003.9399,0,0.002220577,0.98223537,0.014063656,0.008142117,34167,0.23398741,0.064420588,3556,13,74,Very Walkable,2,9,6,NA
1.9223E+13,Chicago,W,MARQUETTE,CHICAGO,CHICAGO,Non-condo,7260,105000,1087.71,1,0.54648268,0.13933499,0.68966299,0.27912238,44915,0.18181819,0.13443664,1060,2,60,Somewhat Walkable,5,5,5,NA
1.6274E+13,Chicago,S,KEELER,CHICAGO,CHICAGO,Non-condo,12872,199900,2103.28,0,0.44030699,0.021603184,0.96731097,0.49175668,37928,0.16957027,0.020905923,910,2,87,Very Walkable,4,5,5,NA
1.60241E+13,Chicago,W,DIVISION,CHICAGO,OAK PARK,Non-condo,29249,499000,4731.1602,0,0.31564897,0.43143144,0.49215883,0.21354689,25921,0.44829956,0.093095154,4341,6,79,Very Walkable,6,8,7,NA
2.03523E+13,Chicago,S,KIMBARK,CHICAGO,CHICAGO,Non-condo,16561,143000,2533.78,1,0.011415525,0.96133941,0.014764079,0.007305936,48849,0.16642685,0.17266187,2134,4,70,Somewhat Walkable,2,1,2,NA
1.90121E+13,Chicago,S,MAPLEWOOD,CHICAGO,CHICAGO,Non-condo,15723,140000,2400.53,0,0.44239858,0.028841453,0.85008961,0.4906306,36554,0.26633167,0.032328308,1908,4,70,Very Walkable,3,2,3,NA
1.90941E+13,Chicago,S,LAPORTE,CHICAGO,CHICAGO,Non-condo,24603,240000,3555.6399,0,0.68155342,0.033980582,0.52087379,0.26165047,46452,0.096065126,0.091723204,1035,2,61,Somewhat Walkable,6,1,4,NA
1.43321E+13,Chicago,N,SEDGWICK,CHICAGO,CHICAGO,Non-condo,125056,1525000,22435.311,1,0.85076588,0.056892779,0.046827134,0.069146611,72907,0.10327098,0.61437482,2430,7,94,Walker's Paradise,7,9,8,NA
1.41913E+13,Chicago,N,OAKLEY,CHICAGO,CHICAGO,Non-condo,83202,1102500,12749.94,1,0.88409758,0.01535549,0.087505259,0.063735798,92589,0.011498891,0.51704663,2844,6,76,Very Walkable,8,10,9,NA
2.61733E+13,Chicago,S,AVENUE L,CHICAGO,CHICAGO,Non-condo,7900,82000,965.70001,1,0.65566039,0.027908806,0.73624212,0.26375785,44858,0.067618333,0.058226898,828,2,41,Car-Dependent,6,3,5,NA
2.03021E+13,Chicago,S,PAULINA,CHICAGO,LINCOLNWOOD,Non-condo,7369,135000,1204.09,0,0.006425703,0.97429717,0.022757698,0.007764391,35247,0.27388018,0.053696707,1366,5,66,Somewhat Walkable,2,2,2,NA
1.70621E+13,Chicago,W,LE MOYNE,CHICAGO,CHICAGO,Non-condo,37314,430000,6308.2598,1,0.78342617,0.028551532,0.20821726,0.15389971,86903,0.11668975,0.61045706,1691,2,97,Walker's Paradise,8,4,6,NA
2.50112E+13,Chicago,S,BENNETT,CHICAGO,CHICAGO,Non-condo,12924,169000,2019.21,0,0.009870661,0.96919674,0.015486726,0.006977536,56698,0.11503856,0.22124036,986,3,71,Very Walkable,3,3,3,NA
2.60621E+13,Chicago,S,EXCHANGE,CHICAGO,CHICAGO,Non-condo,NA,70000,1109.74,0,0.2238986,0.5368135,0.44900423,0.21454436,19321,0.59527206,0.042202126,3528,8,81,Very Walkable,2,3,3,NA
1.41732E+13,Chicago,N,CLARK,CHICAGO,CHICAGO,Non-condo,44207,495000,6341.4702,0,0.8703776,0.029972753,0.12144803,0.069676921,96094,0.078286268,0.54800391,1875,2,85,Very Walkable,7,5,6,NA
1.33033E+13,Chicago,N,NEW ENGLAND,CHICAGO,CHICAGO,Non-condo,18262,232000,2687.24,1,0.57056397,0.07909216,0.62971115,0.30591473,40810,0.11178528,0.098508105,835,2,79,Very Walkable,5,1,3,NA
1.32912E+13,Chicago,N,MEADE,CHICAGO,CHICAGO,Non-condo,29273,318200,2253.6699,0,0.5701198,0.020671835,0.6257928,0.36011276,51147,0.13110657,0.08566235,830,2,75,Very Walkable,6,1,4,NA
1.43141E+13,Chicago,N,WOLCOTT,CHICAGO,CHICAGO,Non-condo,78049,1450000,12310.75,1,0.85173059,0.015902713,0.088400371,0.10710945,117180,0.013336297,0.74372083,2478,4,90,Walker's Paradise,9,4,7,NA
1.91132E+13,Chicago,S,HAMLIN,CHICAGO,CHICAGO,Non-condo,14809,199000,2101,0,0.51573795,0.022382841,0.83189553,0.43086967,49659,0.17374861,0.067630701,744,2,74,Very Walkable,5,9,7,NA
1.31312E+13,Chicago,N,WHIPPLE,CHICAGO,CHICAGO,Non-condo,39677,510000,6456.3599,0,0.64131868,0.033553112,0.40732601,0.27765569,67880,0.14755787,0.32932609,3048,6,87,Very Walkable,4,2,3,NA
1.43241E+13,Chicago,N,BISSELL,CHICAGO,LIBERTYVILLE,Non-condo,73928,580000,9398.6904,0,0.91762811,0.022806548,0.033270728,0.042125035,123851,0.11151303,0.65435946,3512,6,95,Walker's Paradise,6,9,8,NA
1.93513E+13,Chicago,W,79TH,CHICAGO,CHICAGO,Non-condo,12379,195000,1720.55,0,0.2307952,0.55816311,0.33310822,0.19179469,73949,0.057804417,0.14516792,889,2,66,Somewhat Walkable,5,4,5,NA
1.42912E+13,Chicago,W,WELLINGTON,CHICAGO,CHICAGO,Non-condo,62517,370000,11218.46,0,0.90929836,0.017969195,0.061893895,0.055333715,102162,0.10867412,0.5733692,1729,3,83,Very Walkable,6,5,6,NA
1.70613E+13,Chicago,W,CRYSTAL,CHICAGO,CHICAGO,Non-condo,44909,420000,721.5,0,0.80500543,0.073775843,0.13732317,0.092491835,84479,0.22611094,0.59497297,1806,3,94,Walker's Paradise,7,4,6,NA
1.92312E+13,Chicago,W,65TH,CHICAGO,CHICAGO,Non-condo,20215,228000,2926.0801,0,0.52831489,0.031537753,0.85359114,0.40446594,49705,0.20457509,0.035557661,488,2,83,Very Walkable,5,5,5,NA
2.02533E+13,Chicago,S,CONSTANCE,CHICAGO,CHICAGO,Non-condo,24088,295000,3458.02,0,0.00829288,0.97269416,0.01881068,0.00566343,40482,0.25841156,0.13943677,2676,6,80,Very Walkable,1,8,5,NA
2.51642E+13,Chicago,W,109TH,CHICAGO,CHICAGO,Non-condo,8571,70500,1402.85,0,0.003621117,0.97846389,0.00971984,0.002477606,25443,0.37007257,0.034908805,1472,3,63,Somewhat Walkable,1,6,4,NA
1.13122E+13,Chicago,N,RIDGE,CHICAGO,CHICAGO,Non-condo,40834,457000,5799.4302,0,0.54994822,0.19694617,0.37862319,0.21325052,54690,0.084741488,0.34350568,2067,4,82,Very Walkable,6,1,4,NA
1.62243E+13,Chicago,W,CERMAK,CHICAGO,CHICAGO,Non-condo,14610,155000,2363.23,0,0.008937198,0.96231884,0.024154589,0.013768116,27122,0.41952634,0.050024167,2716,6,72,Very Walkable,3,3,3,NA
1.62633E+13,Chicago,S,MILLARD,CHICAGO,CHICAGO,Non-condo,13623,115000,1362.73,0,0.52237332,0.003708282,0.97305316,0.42472187,28125,0.31646931,0.008880517,1428,4,73,Very Walkable,3,1,2,NA
1.2111E+13,Chicago,W,CATHERINE,CHICAGO,CHICAGO,Non-condo,46087,439000,7964.5498,1,0.85359204,0.027100706,0.10904426,0.093489416,40722,0.20313329,0.17830925,2865,6,48,Car-Dependent,8,10,9,NA
1.43222E+13,Chicago,N,BISSELL,CHICAGO,CHICAGO,Non-condo,93246,1400000,9064.46,1,0.87975544,0.031589676,0.060461957,0.068614133,103250,0.14320055,0.4955357,3289,7,97,Walker's Paradise,8,9,9,NA
1.32222E+13,Chicago,W,WARWICK,CHICAGO,CHICAGO,Non-condo,35589,683000,5820.1299,0,0.79789102,0.036906853,0.24253076,0.1165788,53835,0.094438009,0.33951333,2890,4,64,Somewhat Walkable,7,3,5,NA
2.5073E+13,Chicago,S,OAKLEY,CHICAGO,CHICAGO,Non-condo,16554,450000,2624.8101,0,0.66827828,0.29626647,0.052914318,0.01799624,97996,0.011829436,0.36781293,2356,4,67,Somewhat Walkable,4,8,6,NA
9.2543E+12,Chicago,N,ODELL,CHICAGO,CHICAGO,Non-condo,23321,333000,2069.8,1,0.93245226,0.003230543,0.080469899,0.047283407,78903,0.040103298,0.27616587,NA,NA,74,Very Walkable,9,8,9,NA
1.9224E+13,Chicago,S,KEDVALE,CHICAGO,CHICAGO,Non-condo,21876,234900,2482.97,1,0.54648268,0.13933499,0.68966299,0.27912238,44915,0.18181819,0.13443664,1529,4,74,Very Walkable,5,5,5,NA
1.40532E+13,Chicago,W,VICTORIA,CHICAGO,CHICAGO,Non-condo,48573,534500,4852.1802,0,0.6858483,0.083346367,0.25426114,0.17826428,62623,0.14217202,0.46225247,1674,4,94,Walker's Paradise,5,4,5,NA
1.32943E+13,Chicago,N,MARMORA,CHICAGO,CHICAGO,Non-condo,23974,346000,3566.74,1,0.51269037,0.05021755,0.79550397,0.37690356,46042,0.13965468,0.085853286,1832,5,77,Very Walkable,3,6,5,NA
1.13031E+13,Chicago,N,RIDGE,CHICAGO,CHICAGO,Non-condo,23459,265000,3812.26,1,0.35844961,0.36434108,0.31767443,0.21782945,38766,0.35206786,0.22435994,1800,4,83,Very Walkable,3,1,2,NA
1.3014E+13,Chicago,N,WASHTENAW,CHICAGO,CHICAGO,Non-condo,35643,470000,5824.1201,0,0.53957492,0.07072188,0.26877978,0.34737998,52500,0.24146162,0.20767535,2218,5,85,Very Walkable,6,4,5,NA
2.51922E+13,Chicago,W,STEUBEN,CHICAGO,CHICAGO,Non-condo,8483,114000,1388.47,0,0.19541779,0.77644879,0.026448786,0.009602426,49358,0.1182497,0.21687794,840,2,63,Somewhat Walkable,4,4,4,NA
1.4314E+13,Chicago,N,HERMITAGE,CHICAGO,CHICAGO HTS,Non-condo,40434,625000,5111.6602,1,0.8128342,0.029411765,0.17754011,0.13529412,100197,0.061695408,0.56983238,1361,3,86,Very Walkable,9,4,7,NA
1.92241E+13,Chicago,S,KARLOV,CHICAGO,CHICAGO,Non-condo,19982,171000,2207.98,1,0.54648268,0.13933499,0.68966299,0.27912238,44915,0.18181819,0.13443664,792,2,72,Very Walkable,6,5,6,NA
2.61733E+13,Chicago,S,AVENUE G,CHICAGO,CHICAGO,Non-condo,12352,145000,1787.16,1,0.67542434,0.016972797,0.6345036,0.27133223,62965,0.10120482,0.1232358,752,3,30,Car-Dependent,6,3,5,NA
1.7032E+13,Chicago,E,ELM,CHICAGO,CHICAGO,Non-condo,145000,2800000,23454.359,0,0.90584308,0.024707846,0.041068446,0.053422369,81452,0.072439909,0.64965427,4108,5,98,Walker's Paradise,7,9,8,NA
1.40732E+13,Chicago,N,SEELEY,CHICAGO,CHICAGO,Non-condo,39165,284375,5691.9702,1,0.78178155,0.031110117,0.18934646,0.15331244,61738,0.094159447,0.52942485,792,2,87,Very Walkable,7,5,6,NA
1.30621E+13,Chicago,W,HIGHLAND,CHICAGO,CHICAGO,Non-condo,34916,455000,3563.6899,1,0.92102534,0.004000593,0.11720255,0.053193066,76881,0.021668939,0.23606227,1684,3,77,Very Walkable,8,8,8,NA
1.63632E+13,Chicago,W,38TH,CHICAGO,CHICAGO,Non-condo,15348,253000,2507.8899,0,0.43385491,0.018207682,0.82503557,0.4981508,31335,0.3355743,0.052925188,2200,6,71,Very Walkable,4,2,3,NA
1.33113E+13,Chicago,N,NEVA,CHICAGO,CHICAGO,Non-condo,34952,310000,5882.9702,0,0.50875562,0.31321305,0.2491377,0.1394269,67646,0.1067412,0.24262993,2344,4,65,Somewhat Walkable,4,8,6,NA
2.13111E+13,Chicago,S,MARQUETTE,CHICAGO,CHICAGO,Non-condo,19187,227341,3135.1799,0,0.034183539,0.91085982,0.07020773,0.038916644,20376,0.42332897,0.067627788,4122,12,72,Very Walkable,2,2,2,NA
2.03022E+13,Chicago,S,MARSHFIELD,CHICAGO,CHICAGO,Non-condo,6495,58000,1050.58,0,0.006425703,0.97429717,0.022757698,0.007764391,35247,0.27388018,0.053696707,630,2,70,Very Walkable,2,2,2,NA
1.60413E+13,Chicago,W,CRYSTAL,CHICAGO,CHICAGO,Non-condo,12231,139900,1760.5601,1,0.032305673,0.93784845,0.05706789,0.0208265,29283,0.29212552,0.04057299,1110,3,78,Very Walkable,2,5,4,NA
1.31541E+13,Chicago,W,BERTEAU,CHICAGO,CHICAGO,Non-condo,43852,585000,4933.5801,1,0.68903565,0.083223246,0.21505944,0.17886394,38485,0.21969102,0.25216025,1891,3,82,Very Walkable,5,3,4,NA
2.52211E+13,Chicago,E,114TH,CHICAGO,CHICAGO,Non-condo,7003,94000,1146.2,0,0.005458888,0.97679973,0.013647219,0.002047083,31582,0.33539766,0.064863101,1066,4,82,Very Walkable,1,6,4,NA
1.73222E+13,Chicago,W,34TH,CHICAGO,CHICAGO,Non-condo,19071,319000,3084.8,0,0.56403142,0.02704577,0.41100323,0.36384651,40000,0.36528066,0.16444907,1680,4,90,Walker's Paradise,5,7,6,NA
2.63211E+13,Chicago,S,AVENUE L,CHICAGO,CHICAGO,Non-condo,11531,124000,1828.34,0,0.69040436,0.049637899,0.50724202,0.21620399,43358,0.22555752,0.1258761,1549,3,42,Car-Dependent,4,4,4,NA
1.91142E+13,Chicago,S,CHRISTIANA,CHICAGO,CHICAGO,Non-condo,17325,270000,1452.92,0,0.42510414,0.015395761,0.9385981,0.52345592,40750,0.22601354,0.029900623,2110,4,79,Very Walkable,4,9,7,NA
1.33631E+13,Chicago,N,WHIPPLE,CHICAGO,CHICAGO,Non-condo,27821,340000,4402.3599,0,0.56554306,0.12421972,0.50124842,0.23970038,36228,0.20303312,0.23336428,2758,5,86,Very Walkable,2,8,5,NA
1.41913E+13,Chicago,N,HOYNE,CHICAGO,CHICAGO,Non-condo,59979,752500,10510.22,1,0.88409758,0.01535549,0.087505259,0.063735798,92589,0.011498891,0.51704663,2568,5,87,Very Walkable,6,10,8,NA
1.33112E+13,Chicago,W,DICKENS,CHICAGO,CHICAGO,Non-condo,29467,268000,5402.8701,0,0.50875562,0.31321305,0.2491377,0.1394269,67646,0.1067412,0.24262993,1643,3,63,Somewhat Walkable,4,8,6,NA
1.32842E+13,Chicago,W,DRUMMOND,CHICAGO,CHICAGO,Non-condo,19799,160000,3135.9199,0,0.46848613,0.041314837,0.84227985,0.4375754,39111,0.1655975,0.07548859,1001,2,81,Very Walkable,3,1,2,NA
1.33633E+13,Chicago,N,MOZART,CHICAGO,CHICAGO,Non-condo,26906,325000,2970.95,1,0.49721706,0.13481757,0.67903525,0.28262213,32391,0.29930323,0.18418661,2165,6,85,Very Walkable,3,8,6,NA
1.40533E+13,Chicago,W,OLIVE,CHICAGO,CHICAGO,Non-condo,49577,575000,7845.04,0,0.6858483,0.083346367,0.25426114,0.17826428,62623,0.14217202,0.46225247,4497,6,92,Walker's Paradise,5,7,6,NA
1.92633E+13,Chicago,W,77TH,CHICAGO,CHICAGO,Non-condo,18446,193000,1799.62,0,0.48812225,0.14132243,0.69586927,0.33530036,58381,0.19586784,0.08130081,1120,3,61,Somewhat Walkable,5,4,5,NA
1.31321E+13,Chicago,N,CAMPBELL,CHICAGO,CHICAGO,Non-condo,62980,475000,9551.0498,1,0.79122639,0.032981109,0.16554596,0.13448606,68611,0.055484693,0.51658165,1474,3,96,Walker's Paradise,5,5,5,NA
1.9102E+13,Chicago,S,TRIPP,CHICAGO,CHICAGO,Non-condo,19768,237000,2180.5,1,0.52550685,0.008992806,0.7905494,0.42920208,41947,0.18041486,0.041003376,1404,3,76,Very Walkable,4,1,3,NA
1.60911E+13,Chicago,N,LOCKWOOD,CHICAGO,CHICAGO,Non-condo,10616,140000,1717.2,0,0.020275921,0.95296824,0.02236622,0.012332776,32135,0.26811674,0.040617023,1217,3,77,Very Walkable,2,4,3,NA
1.71731E+13,Chicago,S,RACINE,CHICAGO,CHICAGO,Non-condo,8517,613000,1528.3199,0,0.66500902,0.045207955,0.085443035,0.26627487,39300,0.43416959,0.48558989,NA,NA,81,Very Walkable,8,6,7,NA
2.02941E+13,Chicago,S,PEORIA,CHICAGO,CHICAGO,Non-condo,12978,170000,2053.6101,0,0.003565062,0.97940189,0.010695187,0.007328184,23217,0.52410024,0.041366741,2136,5,75,Very Walkable,1,2,2,NA
1.32911E+13,Chicago,W,FLETCHER,CHICAGO,CHICAGO,Non-condo,30598,412000,4395.8599,0,0.5701198,0.020671835,0.6257928,0.36011276,51147,0.13110657,0.08566235,1766,4,83,Very Walkable,6,1,4,NA
1.32921E+13,Chicago,N,MENARD,CHICAGO,CHICAGO,Non-condo,20687,340000,3383.1101,0,0.55093443,0.030230854,0.67167461,0.36295345,37365,0.15329665,0.100975,1165,3,79,Very Walkable,4,4,4,NA
1.03643E+13,Chicago,N,CAMPBELL,CHICAGO,CHICAGO,Non-condo,42519,595000,6947.6499,0,0.48018435,0.075115204,0.26244241,0.39792627,41386,0.22222222,0.25794926,4272,8,93,Walker's Paradise,6,4,5,NA
1.33342E+13,Chicago,W,WABANSIA,CHICAGO,CHICAGO,Non-condo,15055,200000,1505.97,0,0.19820157,0.60621953,0.36418134,0.16523042,32750,0.25720203,0.047072116,1051,2,77,Very Walkable,1,6,4,NA
1.70633E+13,Chicago,W,RICE,CHICAGO,CHICAGO,Non-condo,41027,850000,6492.0498,0,0.86481482,0.019753087,0.13703704,0.081172839,72042,0.071681418,0.59675515,1650,4,96,Walker's Paradise,6,4,5,NA
2.03511E+13,Chicago,S,DREXEL,CHICAGO,CHICAGO,Non-condo,19745,295000,3193.8201,0,0.00560598,0.97624135,0.012279765,0.006940737,25469,0.44031572,0.064602308,4566,8,88,Very Walkable,7,1,4,NA
1.70911E+13,Chicago,N,CANAL,CHICAGO,NEW LENOX,Non-condo,86926,1375000,14144.87,0,0.70314425,0.16985203,0.10758323,0.094944514,106193,0.16277294,0.57779813,3552,3,96,Walker's Paradise,5,5,5,NA
2.50312E+13,Chicago,E,89TH,CHICAGO,CHICAGO,Non-condo,14240,139900,2595.9399,0,0.003365385,0.9826923,0.011538462,0.004807693,44891,0.1760117,0.21062896,1296,3,52,Somewhat Walkable,10,6,8,NA
2.41411E+13,Chicago,S,HAMLIN,CHICAGO,CHICAGO,Non-condo,19321,275000,3063.53,0,0.908355,0.051473957,0.078356497,0.023216741,97824,0.024272218,0.20416315,1716,4,37,Car-Dependent,10,5,8,NA
2.03321E+13,Chicago,S,STEWART,CHICAGO,CHICAGO,Non-condo,10629,145000,1736.76,0,0.009382566,0.96700966,0.012106538,0.006961259,30065,0.4081457,0.14972036,1232,3,78,Very Walkable,1,6,4,NA
1.42942E+13,Chicago,N,SEMINARY,CHICAGO,CHICAGO,Non-condo,66204,734000,10518.72,1,0.88672924,0.036528151,0.066018768,0.055294905,81800,0.13612399,0.53427064,1332,2,91,Walker's Paradise,8,9,9,NA
2.03623E+13,Chicago,S,MERRILL,CHICAGO,CHICAGO,Non-condo,11255,95000,1823.8199,0,0.009673519,0.96216965,0.012091898,0.008291587,48504,0.13599275,0.18821396,999,2,65,Somewhat Walkable,1,3,2,NA
2.50331E+13,Chicago,E,92ND,CHICAGO,CHICAGO,Non-condo,10056,106000,1018.5,0,0.004426955,0.97983277,0.005410723,0.001967536,38568,0.20934214,0.27928588,1111,2,50,Car-Dependent,2,6,4,NA
1.30821E+13,Chicago,N,MENARD,CHICAGO,CHICAGO,Non-condo,24796,210000,2728.78,0,0.79349363,0.007425743,0.18953323,0.17892504,57641,0.14466053,0.16956671,1362,3,74,Very Walkable,7,8,8,NA
2.63123E+13,Chicago,S,BRANDON,CHICAGO,CHICAGO,Non-condo,15360,215000,2184.1001,0,0.69040436,0.049637899,0.50724202,0.21620399,43358,0.22555752,0.1258761,2400,4,69,Somewhat Walkable,4,4,4,NA
2.01712E+13,Chicago,S,ELIZABETH,CHICAGO,CHICAGO,Non-condo,13398,192000,2436.77,0,0.007915568,0.96635884,0.02110818,0.013192612,33026,0.37465939,0.054495912,2366,4,68,Somewhat Walkable,2,9,6,NA
1.92322E+13,Chicago,W,66TH,CHICAGO,CHICAGO,Non-condo,13797,210000,1954.29,0,0.44163355,0.12052765,0.79454285,0.40368631,39750,0.27782905,0.023260107,1100,2,61,Somewhat Walkable,3,5,4,NA
1.31912E+13,Chicago,N,SAYRE,CHICAGO,CHICAGO,Non-condo,26545,230000,3031.4099,0,0.81887305,0.010333398,0.26184443,0.14700721,57950,0.17818289,0.15995295,936,3,61,Somewhat Walkable,8,1,5,NA
2.50632E+13,Chicago,S,DAMEN,CHICAGO,CHICAGO,Non-condo,26868,395000,4076.27,0,0.62666667,0.33545455,0.044848483,0.015757576,124435,0.00405954,0.48930988,1241,3,80,Very Walkable,7,5,6,NA
1.33641E+13,Chicago,N,ROCKWELL,CHICAGO,CHICAGO,Non-condo,43922,451000,5412.02,0,0.684376,0.041810751,0.469978,0.21942785,81667,0.20289855,0.38618064,1872,3,86,Very Walkable,3,4,4,NA
1.43241E+13,Chicago,W,WILLOW,CHICAGO,CHICAGO,Non-condo,72966,1750000,11174.57,1,0.91762811,0.022806548,0.033270728,0.042125035,123851,0.11151303,0.65435946,3834,4,95,Walker's Paradise,6,9,8,NA
2.0182E+13,Chicago,S,WOOD,CHICAGO,CHICAGO,Non-condo,10057,210000,1626.77,0,0.013292434,0.93200409,0.066462167,0.044478528,36250,0.50504059,0.056552742,2518,5,65,Somewhat Walkable,2,9,6,NA
1.13031E+13,Chicago,N,RIDGE,CHICAGO,CHGO,Non-condo,23323,255000,1839.1899,1,0.3856242,0.29810846,0.24010088,0.26633039,50080,0.18512224,0.24055432,1240,3,78,Very Walkable,3,1,2,NA
2.50313E+13,Chicago,E,90TH,CHICAGO,CHICAGO,Non-condo,13946,169900,1618.78,1,0.003365385,0.9826923,0.011538462,0.004807693,44891,0.1760117,0.21062896,1363,3,51,Somewhat Walkable,10,6,8,NA
1.62621E+13,Chicago,S,SAINT LOUIS,CHICAGO,CHICAGO,Non-condo,19019,175000,2110.0901,0,0.361186,0.033692721,0.94917214,0.54120141,31545,0.29320893,0.04997408,3648,6,80,Very Walkable,8,1,5,NA
1.31931E+13,Chicago,N,NOTTINGHAM,CHICAGO,CHICAGO,Non-condo,29549,370000,2620.05,1,0.82118839,0.011115685,0.24317278,0.13805407,58100,0.079195477,0.17417417,1888,3,73,Very Walkable,7,1,4,NA
2.03211E+13,Chicago,S,ADA,CHICAGO,CHICAGO,Non-condo,10863,160000,1470.61,1,0.003070053,0.9885571,0.006698297,0.001116383,27679,0.21580499,0.066449307,1320,3,83,Very Walkable,2,5,4,NA
1.71932E+13,Chicago,W,21ST,CHICAGO,CHICAGO,Non-condo,18656,248000,2678.2,0,0.44469783,0.045990117,0.85537821,0.45876092,37363,0.34720463,0.07074362,792,2,85,Very Walkable,5,3,4,NA
1.31241E+13,Chicago,W,ARGYLE,CHICAGO,CHICAGO,Non-condo,43009,650000,7343.9902,1,0.7257961,0.029591508,0.2211322,0.2005468,60612,0.14216131,0.36753902,2724,5,90,Walker's Paradise,7,5,6,NA
1.93431E+13,Chicago,S,KILPATRICK,CHICAGO,CHICAGO,Non-condo,21883,250000,867.13,1,0.62361348,0.14833616,0.46644107,0.19834556,62269,0.15108451,0.14846672,1181,3,71,Very Walkable,6,4,5,NA
1.3204E+13,Chicago,W,EDDY,CHICAGO,CHICAGO,Non-condo,20715,344900,3798.1499,0,0.74922758,0.010298661,0.39109164,0.20005149,55724,0.059721302,0.13828799,1054,2,76,Very Walkable,6,4,5,NA
1.32222E+13,Chicago,W,GRACE,CHICAGO,CHICAGO,Non-condo,35796,330000,5291.9702,1,0.79789102,0.036906853,0.24253076,0.1165788,53835,0.094438009,0.33951333,1854,3,78,Very Walkable,7,3,5,NA
1.90933E+13,Chicago,S,LOTUS,CHICAGO,CHICAGO,Non-condo,19733,205000,3219.3601,0,0.76262915,0.011768083,0.50315732,0.18312284,44286,0.17573595,0.083258994,1032,3,62,Somewhat Walkable,8,3,6,NA
1.90921E+13,Chicago,S,LECLAIRE,CHICAGO,CHICAGO,Non-condo,25610,260500,3707.02,0,0.66520238,0.046438657,0.61688107,0.2544713,55200,0.090351015,0.10388793,1008,3,49,Car-Dependent,2,1,2,NA
1.31731E+13,Chicago,W,BELLE PLAINE,CHICAGO,CHICAGO,Non-condo,25856,330000,3679.8899,1,0.76979786,0.023781212,0.30011889,0.17360285,48933,0.12429378,0.081090063,1700,4,67,Somewhat Walkable,7,4,6,NA
1.91513E+13,Chicago,W,59TH,CHICAGO,CHICAGO,Non-condo,28168,350000,4556.27,0,0.60587591,0.012189405,0.72683233,0.34567901,42431,0.22021046,0.086969979,3744,4,67,Somewhat Walkable,5,5,5,NA
2.00642E+13,Chicago,S,PAULINA,CHICAGO,CHICAGO,Non-condo,19356,215000,1462.52,0,0.42521465,0.029371893,0.95300496,0.50248533,27238,0.16929777,0.023952097,1280,5,86,Very Walkable,3,2,3,NA
1.1291E+13,Chicago,W,JUNEWAY,CHICAGO,CHICAGO,Non-condo,39847,749000,3985.95,0,0.37288833,0.50206017,0.12690565,0.072929546,31063,0.32384947,0.18288909,2154,4,83,Very Walkable,2,1,2,NA
1.43142E+13,Chicago,W,BLOOMINGDALE,CHICAGO,CHICAGO,Non-condo,77461,1036660,12358.12,0,0.88458616,0.006074411,0.10858011,0.071374334,102188,0.056231003,0.59346503,2278,3,92,Walker's Paradise,9,4,7,NA
2.00642E+13,Chicago,W,47TH,CHICAGO,CHICAGO,Non-condo,17960,350000,3167.26,1,0.39130434,0.050547898,0.87663484,0.50724638,32128,0.35747471,0.036986426,3388,4,87,Very Walkable,3,8,6,NA
1.03131E+13,Chicago,N,NEW ENGLAND,CHICAGO,CHICAGO,Non-condo,22151,256000,1379.1899,0,0.92102534,0.004000593,0.11720255,0.053193066,76881,0.021668939,0.23606227,1080,2,54,Somewhat Walkable,8,8,8,NA
2.50912E+13,Chicago,W,97TH,CHICAGO,CHICAGO,Non-condo,10756,147000,1455.45,1,0.005013674,0.9804011,0.012989973,0.002051048,41894,0.17767496,0.14505495,1178,3,55,Somewhat Walkable,3,6,5,NA
1.91711E+13,Chicago,S,MELVINA,CHICAGO,CHICAGO,Non-condo,23399,225000,2745.0901,1,0.82448679,0.003883854,0.36212316,0.1522101,77222,0.049362771,0.14306229,1020,3,65,Somewhat Walkable,8,3,6,NA
1.32412E+13,Chicago,N,TROY,CHICAGO,CHICAGO,Non-condo,32129,174000,5228.1401,0,0.56864077,0.036144577,0.49787885,0.34294927,64992,0.08053007,0.27420998,950,2,86,Very Walkable,5,6,6,NA
2.01942E+13,Chicago,W,70TH,CHICAGO,WILLOWBROOK,Non-condo,3913,68000,636.73999,0,0.007761565,0.97050607,0.013039429,0.00838249,23919,0.34815904,0.020029455,980,2,71,Very Walkable,2,2,2,NA
2.0094E+13,Chicago,S,PRINCETON,CHICAGO,CHICAGO,Non-condo,12283,253500,1990.42,0,0.011676397,0.91075897,0.076730609,0.065888241,18071,0.35123238,0.063380279,1864,3,34,Car-Dependent,2,7,5,NA
1.91142E+13,Chicago,S,CHRISTIANA,CHICAGO,CHICAGO,Non-condo,21809,130000,3151.8601,0,0.42510414,0.015395761,0.9385981,0.52345592,40750,0.22601354,0.029900623,1273,3,81,Very Walkable,4,9,7,NA
1.02931E+13,Chicago,N,MCVICKER,CHICAGO,CHICAGO,Non-condo,42439,450000,4554.1299,1,0.90233445,0.006193426,0.070271559,0.067889474,103929,0.031676944,0.43960828,834,2,51,Somewhat Walkable,9,10,10,NA
